X,Y,Z
-34.895785764644025,-8.045356598174994,17.0
-34.89577588282134,-8.045356598174994,17.0
-34.895736355530595,-8.045364504897538,17.0
-34.8957045925291,-8.045372129237135,17.0
-34.89566224186045,-8.045400085148989,17.0
-34.89565355267153,-8.045405483531967,17.0
-34.89564741912642,-8.045413131241187,17.0
-34.895615656124924,-8.045450405790326,17.0
-34.89560699348815,-8.045478361702179,17.0
-34.89559528399293,-8.045510752000052,17.0
-34.89559405728391,-8.045525327634094,17.0
-34.89558627534854,-8.04555663825537,17.0
-34.89557663300881,-8.045572613062143,17.0
-34.89555848272224,-8.04559221850682,17.0
-34.89552883725418,-8.045582730439767,17.0
-34.89549380170102,-8.04557798640624,17.0
-34.89546954631806,-8.045572293566009,17.0
-34.896142921949696,-8.04430421340432,17.0
-34.8961713353983,-8.044312752664668,17.0
-34.896181037551486,-8.044316572860087,17.0
-34.89621068301955,-8.044330305588717,17.0
-34.89623084193782,-8.044338655087724,17.0
-34.89626997395566,-8.044361616209994,17.0
-34.89628449418492,-8.044369710112091,17.0
-34.89629961942372,-8.044382489957512,17.0
-34.89632986990134,-8.044408049648348,17.0
-34.896358910359844,-8.044439418359831,17.0
-34.896377968160735,-8.04444399296359,17.0
-34.89642561266297,-8.044460766510701,17.0
-34.89644371018708,-8.044464407280618,17.0
-34.89644784676402,-8.04446537101383,17.0
-34.89645323684912,-8.044465510544228,17.0
-34.89647749223208,-8.044460766510701,17.0
-34.89652131596747,-8.044447153197103,17.0
-34.896536783168195,-8.044441197372404,17.0
-34.896572357729866,-8.044429455889425,17.0
-34.89658619228163,-8.044425976931505,17.0
-34.89662571957238,-8.044408582141909,17.0
-34.896645483217746,-8.04439988474711,17.0
-34.89667018777446,-8.044382489957512,17.0
-34.896695932523045,-8.044366010683156,17.0
-34.89671465597655,-8.044351179336235,17.0
-34.89673891135951,-8.04432556155519,17.0
-34.89675277157834,-8.04430421340432,17.0
-34.89689252878491,-8.04430421340432,18.0
-34.89687770605088,-8.044369443865312,18.0
-34.896870294683865,-8.044382489957512,18.0
-34.89686711838372,-8.044404854686993,18.0
-34.89686711838372,-8.04443840178122,18.0
-34.89686288331685,-8.044460766510701,18.0
-34.89688067059769,-8.044471203384461,18.0
-34.89689252878491,-8.044471948875444,18.0
-34.8969179391861,-8.044483131240185,18.0
-34.89694279718727,-8.044494799794698,18.0
-34.896981465189086,-8.044509689356445,18.0
-34.896999252469925,-8.044523387753253,18.0
-34.897019580790875,-8.044539043063892,18.0
-34.8970458674128,-8.044560636595806,18.0
-34.89707040159327,-8.044583772522858,18.0
-34.89708761509085,-8.044602169316466,18.0
-34.89710004706132,-8.044617319617084,18.0
-34.89712598684588,-8.044646673324529,18.0
-34.897159337997444,-8.044684413805532,18.0
-34.896181037551486,-8.045791467914942,18.0
-34.89619065229788,-8.045721653691826,18.0
-34.89619289573871,-8.04571319136175,18.0
-34.89619650475221,-8.045699578048152,18.0
-34.896203988881595,-8.045655115209383,18.0
-34.89621068301955,-8.045634914808561,18.0
-34.89622288997698,-8.045598078783529,18.0
-34.89622372702549,-8.045594211000902,18.0
-34.89624032848761,-8.04555663825537,18.0
-34.896219153153275,-8.045523091161146,18.0
-34.896181037551486,-8.045478361702179,18.0
-34.896131628438056,-8.045443572122984,18.0
-34.89609210114731,-8.045426177333386,18.0
-34.896068900346215,-8.045420505119386,18.0
-34.89602188819664,-8.045416564423345,18.0
-34.89600316474313,-8.045413131241187,18.0
-34.8959908976529,-8.045410881914947,18.0
-34.89592134325129,-8.045406347273245,18.0
-34.89591422833895,-8.045405303585868,18.0
-34.89590883825385,-8.045404829182516,18.0
-34.89582529193477,-8.045400085148989,18.0
-34.89576039239659,-8.045421240974175,18.0
-34.895736355530595,-8.045435665400438,18.0
-34.89570899048316,-8.04545427660889,18.0
-34.89568784476468,-8.045478361702179,18.0
-34.895670223332615,-8.045498432613254,18.0
-34.89564741912642,-8.045543592163172,18.0
-34.89564285828518,-8.045552624073155,18.0
-34.89564186060116,-8.04555663825537,18.0
-34.89563556093919,-8.045567075129128,18.0
-34.89561549323774,-8.045606815533056,18.0
-34.89559082323285,-8.045634914808561,18.0
-34.895576270003076,-8.045650570119198,18.0
-34.89555848272224,-8.04566337900972,18.0
-34.89553975926873,-8.045651394082917,18.0
-34.89549919178612,-8.045634914808561,18.0
-34.895478908044815,-8.045626675171382,18.0
-34.89546954631806,-8.045624477934801,18.0
-34.89546954631806,-8.04481735969746,18.0
-34.895508214319875,-8.04480790600746,18.0
-34.89551981472042,-8.04480790600746,18.0
-34.89555848272224,-8.044801828635318,18.0
-34.89558717188488,-8.044799123224493,18.0
-34.89562106759925,-8.044797065776262,18.0
-34.89564741912642,-8.04479474647098,18.0
-34.895669653227465,-8.044793441861762,18.0
-34.8957172977297,-8.044790646270576,18.0
-34.895736355530595,-8.044789528034102,18.0
-34.89575303110638,-8.044788549577188,18.0
-34.89580861635899,-8.044788549577188,18.0
-34.89582529193477,-8.044787686232851,18.0
-34.89585337711504,-8.044798591634997,18.0
-34.895876383060575,-8.044807181895035,18.0
-34.89591422833895,-8.044822795569209,18.0
-34.89593600868283,-8.044832979508525,18.0
-34.895967590181456,-8.044852149276654,18.0
-34.89598864451388,-8.044864929122074,18.0
-34.89600316474313,-8.044874514006137,18.0
-34.896039465316264,-8.044898476216298,18.0
-34.89607727841328,-8.044930425829845,18.0
-34.89608436754695,-8.044937232486644,18.0
-34.89609210114731,-8.044944657930426,18.0
-34.8961353675061,-8.0449706218977,18.0
-34.896145462989814,-8.04497739176176,18.0
